CPU Socket,Chipset,CrossFire Support,Form Factor,Manufacturer,Maximum Supported Memory,Memory Type,Name,Onboard Ethernet,Onboard USB 3.0 Header(s),Onboard Video,Prices,RAID Support,SLI Support
LGA1150,Intel Z97,Yes,ATX,Gigabyte,32GB,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000,Gigabyte GA-Z97P-D3 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[128.96],No,No
LGA1150,Intel H87,No,Micro ATX,ECS,16GB,DDR3-1600,ECS H87H3-M3(1.0) Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[41.99, 75.5]",Yes,No
LGA1150,Intel H81,No,Micro ATX,Gigabyte,16GB,DDR3-1333 / 1600,Gigabyte GA-H81M-H Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,"[46.74, 44.99, 54.88]",No,No
LGA1150,Intel B85,No,Micro ATX,Asus,32GB,DDR3-1066 / 1333 / 1600,Asus B85M-G R2.0 Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[66.89, 66.99, 69.99, 71.55, 69.99, 69.99]",No,No
LGA1151,Intel C232,Yes,ATX,ASRock,64GB,DDR4-2133,ASRock E3V5 WS ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[104.99, 116.99]",Yes,No
LGA1151,Intel Z170,Yes,ATX,ASRock,64GB,DDR4-2133 / 2400 / 2800 / 2933 / 3200,ASRock Fatal1ty Z170 Gaming K6+ ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[197.99],No,Yes
LGA1151,Intel B150,No,Micro ATX,Asus,32GB,DDR4-2133,Asus B150M-K Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[74.99, 79.0]",No,No
LGA1151,Intel H110,No,Micro ATX,Asus,32GB,DDR4-2133,Asus H110M-A/DP Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[54.4, 64.0, 64.99, 64.0]",No,No
LGA1150,Intel H87,No,Micro ATX,Asus,32GB,DDR3-1066 / 1333 / 1600,Asus H87M-E Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[73.99],Yes,No
FM2+,AMD A88X,No,Micro ATX,MSI,64GB,DDR3-1333 / 1600 / 1866 / 2133,MSI A88XM-E45 V2 Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[99.55, 199.89, 249.98]",Yes,No
LGA1150,Intel H97,Yes,ATX,MSI,32GB,DDR3-1066 / 1333 / 1600,MSI H97 PC MATE ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[199.87],Yes,No
AM3+,AMD 970,Yes,ATX,ASRock,32GB,DDR3-800 / 1066 / 1333 / 1600 / 1800 / 1866 / 2100,ASRock 970 Extreme3 ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,No,No,[123.95],Yes,No
LGA1150,Intel Z97,Yes,ATX,Asus,32GB,DDR3-1066 / 1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200,Asus Z97-K/CSM ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[129.99],Yes,No
AM3+,AMD 970,No,ATX,Gigabyte,32GB,DDR3-1066 / 1333 / 1600 / 1866 / 2000,Gigabyte GA-970A-UD3 ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,Yes,No,[99.97],Yes,No
LGA2011-3,Intel X99,Yes,Micro ATX,Gigabyte,32GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000,Gigabyte GA-X99M-GAMING 5 Micro ATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[199.99, 208.98, 213.95, 219.99, 249.99]",Yes,Yes
LGA1150,Intel Z97,Yes,ATX,Asus,32GB,DDR3-1333 / 1600 / 1866 / 2000 / 2133 / 2200 / 2250 / 2400 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200,Asus Z97-E/USB3.1 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[122.99, 152.88, 124.99, 129.99, 124.99, 140.53, 149.99]",Yes,Yes
LGA2011-3,Intel X99,Yes,ATX,MSI,128GB,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3333,MSI X99A WORKSTATION ATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,"[376.84, 376.84, 387.99]",Yes,3-way SLI
LGA1150,Intel Z97,Yes,ATX,Gigabyte,32GB,DDR3-1066 / 1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200,Gigabyte GA-Z97X-Gaming 5 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[134.98, 139.89, 140.0, 199.98]",Yes,Yes
LGA1151,Intel C232,Yes,ATX,ASRock,64GB,DDR4-2133,ASRock E3V5 Performance Gaming/OC ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,No,[132.99],Yes,No
LGA1151,Intel C232,Yes,Micro ATX,Gigabyte,64GB,DDR4-2133,Gigabyte GA-X150M-PRO ECC Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,No,[137.99],Yes,No
FM2+,AMD A88X,No,Micro ATX,Asus,32GB,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2200 / 2250 / 2400,Asus A88XM-E Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[66.99],Yes,No
LGA1150,Intel Z97,Yes,ATX,ASRock,32GB,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800 / 2933 / 3000,ASRock Fatal1ty Z97X Killer ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[161.99, 179.99]",Yes,Yes
LGA1151,Intel H110,No,Micro ATX,Asus,32GB,DDR4-2133,Asus H110M-PLUS Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[69.99, 74.99]",No,No
LGA1156,Intel H55,No,Micro ATX,Intel,16GB,DDR3-1066 / 1333,Intel DH55TC Micro ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,No,[60.61],No,No
LGA1151,Intel B150,No,Micro ATX,Asus,32GB,DDR3-1333 / 1600 / 1866,Asus B150M-K D3 Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[74.99],No,No
AM3+/AM3,AMD 990FX,Yes,ATX,ASRock,64GB,DDR3-1066 / 1333 / 1600 / 2100,ASRock 990FX Killer/3.1 ATX AM3+/AM3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[144.99, 144.99, 177.02]",Yes,Yes
LGA2011-3,Intel X99,Yes,EATX,ASRock,128GB,DDR4-2133 / 2400 / 2800 / 2933 / 3400,ASRock X99 OC Formula/3.1 EATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[302.99, 299.99, 424.66]",Yes,4-way SLI
LGA1150,Intel H81,No,ATX,Asus,16GB,DDR3-1066 / 1333 / 1600,Asus H81-GAMER ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[184.72],No,No
LGA2011,Intel C602J,No,ATX,Supermicro,64GB,DDR3-1066 / 1333 / 1600,Supermicro X9SRH-7TF ATX LGA2011 Motherboard,2 x 100 Mbps/1 Gbps/10 Gbps,No,Yes,[479.99],Yes,No
LGA1151,Intel Z170,Yes,ATX,ASRock,64GB,DDR4-2133 / 2400 / 2800 / 2933 / 3200 / 3600 / 3866,ASRock Z170 Extreme4 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Yes,"[149.99, 157.89, 223.0]",Yes,Yes
LGA1151,Intel Z270,Yes,ATX,Gigabyte,64GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000,Gigabyte GA-Z270X-UD5 ATX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,"[199.99, 199.99, 199.99]",Yes,Yes
LGA1151,Intel B150,No,Micro ATX,ASRock,32GB,DDR4-2133,ASRock B150M-HDS Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[59.99, 58.99, 66.06]",No,No
LGA1151,Intel Z170,Yes,ATX,ASRock,64GB,DDR4-2133 / 2400 / 2800 / 2933 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3800 / 4000,ASRock Z170 OC Formula ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[221.77, 241.99, 241.99]",Yes,Yes
LGA1151,Intel B150,Yes,ATX,Asus,64GB,DDR4-2133,Asus B150-PRO ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[105.72, 109.99, 119.99]",No,No
LGA1151,Intel H110,No,Micro ATX,ASRock,32GB,DDR3-1066 / 1333 / 1600,ASRock H110M-HDV/D3 Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[65.99],No,No
LGA1150,Intel H97,No,Micro ATX,Gigabyte,16GB,DDR3-1066 / 1333 / 1600,Gigabyte GA-H97M-HD3 Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[69.99, 74.88, 79.99, 72.97]",Yes,No
LGA1151,Intel B150,Yes,Micro ATX,Gigabyte,64GB,DDR4-2133,Gigabyte GA-B150M-D3H-GSM Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[84.99, 79.95, 89.99]",No,No
LGA1151,Intel B150,Yes,Micro ATX,Asus,64GB,DDR4-2133,Asus B150M-C/CSM Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[80.99, 79.99, 84.41, 79.99]",No,No
LGA2011-3,Intel X99,Yes,Micro ATX,ASRock,64GB,DDR4-2133 / 2400 / 2800 / 3200,ASRock Fatal1ty X99M Killer/3.1 Micro ATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,"[233.99, 246.99, 299.25]",Yes,Yes
LGA1151,Intel C232,Yes,ATX,Asus,64GB,DDR4-2133,Asus E3 PRO GAMING V5 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,No,[145.0],Yes,No
LGA1151,Intel Z170,Yes,ATX,Gigabyte,64GB,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200,Gigabyte GA-Z170X-Gaming GT ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[255.99, 312.35]",Yes,Yes
LGA1151,Intel C236,No,Mini ITX,ASRock,32GB,DDR4-2133,ASRock E3C236D2I Mini ITX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,"[238.99, 239.99, 275.57]",Yes,No
LGA1150,Intel Z97,Yes,ATX,Gigabyte,32GB,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200,Gigabyte GA-Z97X-UD5H ATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,"[169.99, 183.99, 195.34]",Yes,Yes
LGA1150,Intel H81,Yes,Micro ATX,ASRock,16GB,DDR3-1066 / 1333 / 1600,ASRock H81M Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[57.99],No,No
LGA2011-3,Intel X99,Yes,EATX,Gigabyte,128GB,DDR4-1600 / 1866 / 2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3333,Gigabyte GA-X99-Gaming 5P EATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[303.99, 314.95, 316.98, 364.34]",Yes,4-way SLI
LGA1150,Intel B85,Yes,Micro ATX,ASRock,32GB,DDR3-1066 / 1333 / 1600,ASRock B85M Pro4 Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[73.99],No,No
AM3+,AMD 970,Yes,ATX,Gigabyte,32GB,DDR3-1066 / 1333 / 1600 / 1866 / 2000,Gigabyte GA-970A-DS3 ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,No,No,[89.89],Yes,No
LGA1150,Intel Z97,Yes,ATX,Gigabyte,32GB,DDR3-1066 / 1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100,Gigabyte GA-Z97X-UD3H-BK ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[129.99],Yes,Yes
LGA1150,Intel H97,No,Micro ATX,Asus,32GB,DDR3-1333 / 1600,Asus H97M-E/CSM Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[88.76, 89.98, 89.99, 89.99, 100.99]",Yes,No
LGA1151,Intel B150,No,Micro ATX,Asus,64GB,DDR3-1333 / 1600 / 1866,Asus B150M-C D3 Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[79.99, 83.99, 90.74, 80.47]",No,No
LGA1150,Intel H81,No,Thin Mini ITX,ASRock,16GB,DDR3-1066 / 1333 / 1600,ASRock H81TM-ITX R2.0 Thin Mini ITX LGA1150 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,"[74.88, 74.99, 75.99, 87.97, 88.0, 96.0]",No,No
LGA1150,Intel Z97,Yes,ATX,Asus,32GB,DDR3-1066 / 1333 / 1600 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200,Asus Z97-AR ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[199.88],Yes,Yes
LGA1151,Intel B150,Yes,ATX,Asus,64GB,DDR3-1333 / 1600 / 1866,Asus B150-PRO D3 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[138.99, 156.0]",No,No
FM2+,AMD A88X,No,Micro ATX,Asus,64GB,DDR3-1333 / 1600 / 1866 / 2133 / 2400,Asus A88XM-A/USB 3.1 Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[72.49, 75.0]",Yes,No
LGA2011-3,Intel X99,Yes,ATX,ASRock,128GB,DDR4-1600 / 1866 / 2133 / 2400 / 2800 / 3000,ASRock X99 Extreme6/ac ATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,"[289.99, 299.99, 332.79]",Yes,3-way SLI
LGA1151,Intel C236,Yes,ATX,Supermicro,64GB,DDR4-1600 / 1866 / 2133,Supermicro MBD-X11SAE-F-O ATX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Yes,[270.93],Yes,Yes
LGA1151,Intel Z270,Yes,ATX,Gigabyte,64GB,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866,Gigabyte GA-Z270-HD3P ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[138.96],Yes,No
LGA1155,Intel Z77,Yes,ATX,Asus,32GB,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2600 / 2800,Asus P8Z77 WS ATX LGA1155 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,[402.91],Yes,4-way SLI
FM2+,AMD A88X,No,ATX,Gigabyte,64GB,DDR3-1333 / 1600 / 1866 / 2133,Gigabyte GA-F2A88X-D3H ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[99.98, 122.99]",Yes,No
LGA1155,Intel Q77,No,Micro ATX,Intel,32GB,DDR3-1066 / 1333 / 1600,Intel DQ77MK Micro ATX LGA1155 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,[99.0],No,No
LGA1150,Intel H81,No,Micro ATX,Gigabyte,16GB,DDR3-1333 / 1600,Gigabyte GA-H81M-HD3 Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[59.99, 61.48, 62.88, 64.99, 64.99, 64.99]",No,No
LGA2011-3,Intel X99,Yes,ATX,ASRock,128GB,DDR4-2133 / 2400 / 2800 / 3200,ASRock X99 Extreme4/3.1 ATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,[219.99],Yes,3-way SLI
LGA1150,Intel B85,Yes,ATX,Asus,32GB,DDR3-1066 / 1333 / 1600,Asus B85-PLUS ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[91.99],No,No
2 x G34,AMD SR5690,No,SSI EEB,Asus,256GB,DDR3-800 / 1066 / 1333 / 1600,Asus KGPE-D16 SSI EEB Dual-CPU G34 Motherboard,2 x 10/100/1000 Mbps,No,Yes,"[415.99, 415.99]",No,No
LGA2011-3,Intel X99,Yes,ATX,ASRock,128GB,DDR4-2133 / 2400 / 2800 / 2933 / 3200,ASRock X99 Extreme6/3.1 ATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,"[275.99, 309.99]",Yes,3-way SLI
AM3+,AMD 970,Yes,ATX,Asus,32GB,DDR3-1066 / 1333 / 1600 / 1866 / 2133,Asus M5A97 ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,No,No,[103.47],Yes,No
LGA1150,Intel H97,No,Micro ATX,MSI,32GB,DDR3-1066 / 1333 / 1600,MSI H97M Eco Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[86.99],Yes,No
FM2+,AMD A68H,No,Micro ATX,MSI,32GB,DDR3-1333 / 1600 / 1866 / 2133,MSI A68HM-E33 Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,[99.98],Yes,No
AM3,NVIDIA GeForce 6150SE,No,Micro ATX,MSI,8GB,DDR3-800 / 1066 / 1333,MSI GF615M-P31 Micro ATX AM3 Motherboard,1 x 10/100 Mbps,No,Yes,[59.5],Yes,No
AM3+,AMD 760G,No,ATX,ASRock,32GB,DDR3-800 / 1066 / 1333 / 1600 / 1866,ASRock 980DE3/U3S3 ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[54.99],Yes,No
LGA1151,Intel B150,No,Micro ATX,ASRock,32GB,DDR4-2133,ASRock B150M-HDV Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[60.99, 67.99, 60.99, 86.99]",No,No
LGA1150,Intel C226,No,Mini ITX,ASRock,16GB,DDR3-1333 / 1600,ASRock E3C226D2I Mini ITX LGA1150 Motherboard,3 x 10/100/1000 Mbps,Yes,Depends on CPU,"[206.99, 209.99, 245.34]",Yes,No
AM3+,AMD 990FX,Yes,ATX,Gigabyte,64GB,DDR3-1066 / 1333 / 1600 / 1866 / 2000,Gigabyte GA-990FXA-UD3 Ultra ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[129.99, 152.14]",Yes,Yes
LGA1155,Intel Z77,Yes,ATX,Intel,32GB,DDR3-1066 / 1333 / 1600 / 2400,Intel DZ77GAL-70K ATX LGA1155 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,[215.11],Yes,Yes
LGA1151,Intel H170,Yes,Micro ATX,Gigabyte,64GB,DDR3-1333 / 1600 / 1866,Gigabyte GA-H170M-D3H DDR3 Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[90.99],Yes,No
LGA1151,Intel C236,Yes,ATX,Asus,64GB,DDR4-2133,Asus P10S WS ATX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Yes,"[211.99, 216.0, 217.99, 216.0, 222.5, 223.99]",Yes,No
LGA1150,Intel Z97,Yes,ATX,Asus,32GB,DDR3-1066 / 1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200,Asus Z97-WS ATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,[275.99],Yes,4-way SLI
LGA1151,Intel C236,Yes,ATX,Gigabyte,64GB,DDR4-2133,Gigabyte GA-X170-EXTREME ECC ATX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,"[290.99, 290.99, 309.89, 309.99, 315.77]",Yes,Yes
LGA1151,Intel C236,No,Micro ATX,Supermicro,64GB,DDR4-1600 / 1866 / 2133,Supermicro MBD-X11SSM-F-O Micro ATX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Yes,"[209.99, 222.68]",Yes,No
LGA1155,Intel Q67,No,Micro ATX,Intel,32GB,DDR3-1066 / 1333,Intel DQ67SWB3 Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,[92.95],Yes,No
2 x LGA2011-3 Narrow,Intel C612,No,SSI EEB,Asus,1TB,DDR4-1600 / 1866 / 2133,Asus Z10PE-D16 SSI EEB Dual-CPU LGA2011-3 Narrow Motherboard,2 x 10/100/1000 Mbps,Yes,Yes,"[389.99, 402.58, 402.99, 402.99]",Yes,No
LGA1151,Intel C232,Yes,ATX,Asus,64GB,DDR4-2133,Asus E3-PRO V5 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[149.99, 161.63]",Yes,No
LGA2011-3,Intel X99,Yes,Micro ATX,ASRock,64GB,DDR4-1600 / 1866 / 2133 / 2400 / 2666 / 2800 / 3000,ASRock Fatal1ty X99M Killer Micro ATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,"[223.99, 229.99]",Yes,Yes
LGA1150,Intel H81,No,Thin Mini ITX,Asus,16GB,DDR3-1066 / 1333 / 1600,Asus H81T/CSM Thin Mini ITX LGA1150 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,[89.29],No,No
AM1,AMD AM1,No,Mini ITX,Asus,32GB,DDR3-1066 / 1333 / 1600,Asus AM1I-A Mini ITX AM1 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,[55.47],No,No
LGA2011-3,Intel X99,Yes,ATX,MSI,128GB,DDR4-2133 / 2400 / 2666 / 3000 / 3333,MSI X99A MPOWER ATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[289.99, 289.99]",Yes,3-way SLI
LGA1151,Intel Z170,Yes,ATX,Supermicro,64GB,DDR4-2133 / 3200,Supermicro C7Z170-SQ ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[155.14],Yes,Yes
LGA2011-3,Intel X99,Yes,EATX,ASRock,128GB,DDR4-1600 / 1866 / 2133 / 2400 / 2666 / 2800 / 3000,ASRock X99 WS EATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,"[275.0, 273.99]",Yes,4-way SLI
LGA1151,Intel Z170,Yes,ATX,MSI,64GB,DDR4-2133 / 2400 / 2800 / 3000 / 3200,MSI Z170A-G45 GAMING ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[176.98],Yes,Yes
LGA1150,Intel B85,No,Micro ATX,Gigabyte,16GB,DDR3-1333 / 1600,Gigabyte GA-B85M-HD3-A Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[71.99, 74.99]",No,No
LGA1150,Intel C222,No,Micro ATX,ASRock,32GB,DDR3-1333 / 1600,ASRock E3C222D4U Micro ATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,No,Yes,"[149.99, 229.99]",Yes,No
FM1,AMD A55,No,Micro ATX,MSI,16GB,DDR3-1066 / 1333 / 1600 / 1866,MSI A55M-P33 Micro ATX FM1 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,[62.71],Yes,No
LGA1150,Intel Z97,Yes,ATX,Gigabyte,32GB,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100,Gigabyte GA-Z97X-UD3H ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[133.58],Yes,Yes
LGA2011-3,Intel X99,Yes,ATX,ASRock,128GB,DDR4-1600 / 1866 / 2133 / 2400 / 2666 / 2800 / 3000,ASRock X99 Extreme6 ATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,[269.99],Yes,3-way SLI
AM3+,AMD 990FX,Yes,ATX,Asus,32GB,DDR3-1066 / 1333 / 1600 / 1800 / 2000 / 2133,Asus Crosshair V Formula ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,Yes,No,[285.31],Yes,3-way SLI
LGA1150,Intel B85,No,Micro ATX,ECS,16GB,DDR3-1333 / 1600,ECS B85H3-M9 (1.0) Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[51.99],No,No
LGA1150,Intel Q87,No,Mini ITX,Jetway,16GB,DDR3-1600,Jetway JNF9J-Q87 Mini ITX LGA1150 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,"[199.95, 219.99]",Yes,No
AM3+,AMD 970,Yes,ATX,ASRock,32GB,DDR3-800 / 1066 / 1333 / 1600 / 1800 / 1866 / 2100,ASRock 970 Extreme3 ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,No,No,[123.95],Yes,No
LGA1151,Intel Z170,Yes,ATX,Biostar,64GB,DDR4-1866 / 2133 / 3200,Biostar Z170GT7 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[119.99],Yes,Yes
LGA2011-3,Intel X99,Yes,ATX,MSI,128GB,DDR4-2133 / 2400 / 2666 / 3000 / 3333,MSI X99A SLI ATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,"[234.99, 234.99, 241.47, 244.98]",Yes,3-way SLI
LGA1151,Intel Z170,Yes,Micro ATX,ASRock,32GB,DDR4-2133 / 2400 / 2800 / 2933 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266,ASRock Z170M OC Formula Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[190.0],Yes,Yes
LGA1150,Intel Z87,Yes,ATX,ASRock,32GB,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800,ASRock Z87 Extreme4 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,[99.99],Yes,Yes
LGA1151,Intel C236,Yes,ATX,Gigabyte,64GB,DDR4-1866 / 2133,Gigabyte MW31-SP0 ATX LGA1151 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,"[345.34, 359.99]",Yes,Yes
LGA1151,Intel C236,Yes,ATX,MSI,64GB,DDR4-2133,MSI C236A WORKSTATION ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,"[169.99, 170.99, 169.99, 169.99]",Yes,Yes
